County,State,B20004001,B20004002,B20004003,B20004004,B20004005,B20004006,B20004007,B20004008,B20004009,B20004010,B20004011,B20004012,B20004013,B20004014,B20004015,B20004016,B20004017,B20004018
San Diego,ca,39572,20171,29582,37124,53812,75230,45771,23655,33288,43970,65164,91854,32453,15853,24246,31023,43863,61822
San Francisco,ca,49190,19519,26589,37334,61408,84687,53056,21914,30044,39064,68579,100428,44055,15964,22824,35192,53889,71596
San Joaquin,ca,33438,18836,29369,37218,52632,72590,39839,22938,33889,46879,63278,84831,27471,13571,22686,30569,44712,63490
San Luis Obispo,ca,36791,19805,26973,35554,51995,64100,44521,23249,32360,45336,63530,75990,30074,16404,21937,28702,41305,54561
San Mateo,ca,49465,22044,31479,43977,63820,99254,53955,25625,35824,48771,75491,121665,44158,18446,26486,39596,55267,74165
Santa Barbara,ca,33649,18719,28817,36479,52960,68613,38940,21351,32229,43426,64813,79910,29275,14893,23187,30737,43920,54926
Santa Clara,ca,52318,21682,30892,42209,73354,102488,63080,25994,35155,48158,90602,119100,42429,16969,26037,36494,57025,77929
Santa Cruz,ca,37832,17390,30482,38571,51961,66418,44781,21282,34202,47982,72333,86654,30866,13967,24552,31116,40482,52940
Shasta,ca,31095,18093,26452,29986,45136,63219,36414,22258,31203,33363,51803,74448,26189,13682,22027,26075,37892,50764
Sierra,ca,29531,12153,29281,39180,37656,21071,29656,15179,28656,39844,71250,27083,27396,NA,30893,38958,17292,20179
Siskiyou,ca,25825,17874,22256,25398,35089,44669,29419,22574,27970,29580,40964,33913,21081,11418,16488,20975,30077,47250
Solano,ca,41902,21674,32755,42200,57829,75328,49054,25793,37475,51904,66142,91018,35796,15776,26697,35207,51119,64326
Sonoma,ca,38373,22059,31585,37561,52069,66380,43491,25360,36582,44198,64040,85877,33022,16954,26144,31776,43908,53580
Stanislaus,ca,31701,18605,27821,35514,53695,72432,38908,23408,35109,44214,62910,86773,25223,12164,21401,27540,46975,61023
Sutter,ca,31394,16977,25396,34665,53638,68993,35002,22014,31301,39598,56228,82500,26269,11062,20176,31337,49722,54479
Tehama,ca,27138,17236,26712,27713,44388,54250,31981,20982,30180,35588,52422,68295,22401,13364,20417,24103,37271,43456
Trinity,ca,25107,18594,18675,24490,30463,56818,27667,22188,19024,30806,31891,82879,20337,7125,18522,18721,21939,53750
Tulare,ca,26680,15634,27102,31358,49921,70093,31156,19091,32262,39733,61173,81044,21622,11030,20832,25727,41777,61558
Tuolumne,ca,29654,25339,23236,29531,45608,64306,34903,28136,25304,40557,44474,66587,25895,17995,19754,25344,45676,56667
Ventura,ca,40356,19259,30709,40997,60054,84047,47719,22546,35894,50216,76863,103860,32406,15378,25129,34059,46455,67729
Yolo,ca,40147,19871,29863,37665,52968,73859,44262,23458,31700,43349,61318,85535,35724,14314,26589,32420,46743,59460
Yuba,ca,29125,20481,22827,34755,48153,69844,35058,21991,26114,42450,57546,95234,22816,16775,20392,26044,35541,57390
Adams,co,35966,21925,31428,39256,51849,59211,40986,25841,35132,45877,63259,70449,30890,15297,27215,32327,42634,53643
Alamosa,co,26342,20114,21185,25399,31453,52359,31995,20812,27885,31997,35893,63824,21257,15972,18366,19593,25362,45500
Arapahoe,co,39545,19404,30123,36626,49540,68026,44485,21729,32398,42286,57795,87456,34333,15302,25950,31765,42268,53986
Archuleta,co,30040,17099,26515,22989,35293,49095,32156,17292,32446,25972,47419,81375,23556,13636,17031,21786,27411,46563
Baca,co,24692,19318,20817,22269,31797,37697,29231,25694,25769,28194,37361,46563,19375,14063,15486,18333,28906,36250
Bent,co,25431,15917,22702,24271,36750,37500,25594,16146,21798,26827,55250,38750,25250,10000,24152,21552,34605,37222
Boulder,co,41715,20068,27363,35179,46886,65275,52129,22865,31522,41602,62487,85588,32496,16385,23176,27484,33516,49736
Broomfield,co,49750,25299,34288,44150,58486,82163,61798,27067,40094,52407,72143,104706,37780,19500,29435,33588,45108,60379
Chaffee,co,28045,14097,22322,26855,32083,39118,33627,14972,27143,34587,40167,43322,22775,13393,16321,21415,29375,33529
Cheyenne,co,31364,19167,22353,38375,41635,40313,40417,21500,31923,49583,56406,95875,21516,2499,20887,23125,23500,39167
Clear Creek,co,34110,16420,26223,36840,53974,62019,41262,19107,27529,42250,61679,74583,30938,15909,24727,31168,43182,56667
Conejos,co,26647,14948,23071,27426,34375,49375,31728,21667,33068,31096,48393,54583,19737,10234,14243,21719,29063,37083
Costilla,co,20850,19514,21683,25307,20313,11615,23977,20756,25833,33913,20156,7206,16136,17443,16000,15179,42813,11823
Crowley,co,23426,20292,20208,25809,35469,62857,26324,20257,22417,32261,40156,64821,17238,28250,16201,16094,32426,40208
Custer,co,22636,15288,24138,18750,29167,51818,27500,15817,30679,23856,32596,63250,16223,9141,14219,13526,26250,42083
Delta,co,26208,13611,26567,25128,31735,43750,34572,13689,39306,34036,44125,54188,20604,13547,18524,18512,26563,38646
Denver,co,36972,19110,26335,31669,46910,62924,40260,21676,29310,34003,52339,73997,34218,15636,22313,29674,42482,55049
Dolores,co,31021,17917,30250,28750,33750,45750,39519,42045,42188,35208,34531,48750,20257,10804,17679,20083,31538,38750
Douglas,co,56344,30331,37509,45781,67088,79695,73616,34365,44557,58932,88541,100280,41211,18932,31414,35254,44317,59496
Eagle,co,40073,24316,31238,44051,44442,54894,43969,27805,37266,50238,49484,68551,33193,15696,26914,36399,41884,48252
Elbert,co,41927,40417,36887,38260,53646,73616,56147,46500,47250,54064,71296,80104,31784,4107,29296,29801,36908,59500
El Paso,co,36157,19712,27226,32417,47151,64711,44553,21393,31892,40103,63297,87274,28442,16235,22357,26082,35581,47815
Fremont,co,25528,13638,22100,27312,31495,45213,29988,14560,26453,31545,34239,48611,22639,11829,19545,24103,29655,41250
Garfield,co,36037,26061,30924,38890,42901,45000,42533,30227,39910,47347,50677,50094,27420,17284,18706,30331,38443,41571
Gilpin,co,36678,30100,29474,31196,50549,63011,39931,25000,37969,36895,53587,58125,34063,55167,26713,28614,43750,64205
Grand,co,35971,21045,31664,36886,37926,54654,39884,21784,35768,38916,47132,250001,28892,9148,22500,30969,27396,46441
Gunnison,co,31126,19323,31820,26471,32222,48929,36024,23333,34662,30101,40613,68028,23145,16524,22069,21400,20014,36875
Hinsdale,co,28021,38828,28889,26364,26000,35833,31316,38672,31184,27083,25694,56250,25819,65313,15000,25500,26458,31071
Huerfano,co,22080,12366,25027,21629,37909,12066,26510,13000,30313,26310,46250,11493,20195,12194,21484,18966,31750,29643
Jackson,co,30208,15714,31250,30321,30000,40750,31762,20658,33700,30909,38750,42500,20556,2499,23125,19464,24000,40750
Jefferson,co,43194,23114,33375,38119,55287,69388,51298,26667,38023,45667,68167,87044,36560,17352,29379,32096,44854,56765
Kiowa,co,26513,23750,33125,21800,28854,33571,34038,28036,40000,23750,36591,33750,20865,16875,15417,21316,19219,33438
Kit Carson,co,28119,17018,29000,28902,32586,46406,33333,22026,32898,36194,37321,48424,22155,12447,21534,20473,28984,36786
Lake,co,27537,19000,33238,25000,36146,14730,36120,26146,34349,34605,41150,43322,21748,10938,29500,22552,22839,12941
La Plata,co,32891,20837,27371,30896,38700,47755,40000,23598,32337,34312,50471,56250,27337,17192,23884,26191,30704,38701
Larimer,co,36653,17148,28110,32050,41383,58481,44709,22181,33764,40033,53215,76864,29109,12496,21666,26248,31799,47212
Las Animas,co,29450,20517,24613,30424,35128,41630,34542,28194,29167,37328,50500,42862,22989,13177,16761,21190,29239,40625
Lincoln,co,30208,18625,26987,31542,26300,41591,35339,27857,31250,38333,36667,71875,26563,15764,21833,29079,25521,34583
Logan,co,27883,13552,25558,30500,35078,43852,31964,17467,32247,36974,36354,43508,21797,9343,12769,25505,34265,44444
Mesa,co,33261,22800,29805,32479,39834,52163,42351,25152,38513,44053,50985,63098,26256,16200,21744,24382,32519,48947
Mineral,co,19950,NA,15500,18214,33393,35938,21964,NA,20357,18750,42500,26250,18636,NA,13864,18068,22679,48750
Moffat,co,33227,13083,33383,34234,48393,53036,45283,13583,43644,51625,53664,59539,24577,11667,22665,25655,28333,39805
Montezuma,co,27092,16768,25652,25248,39103,53191,36928,18558,30313,36307,52146,67619,21025,12560,19211,18361,30036,41250
Montrose,co,30141,19267,29956,29388,39735,42601,35464,24382,35535,36741,48438,42794,23304,10053,21284,24714,34732,42102
Morgan,co,28150,21839,24521,30186,36667,46927,34441,26002,32313,40284,53478,50288,22449,16902,17113,23860,31845,46094
Otero,co,25993,14632,22393,27390,35459,46667,30761,17378,25139,37153,42966,59423,22413,11364,18920,20321,32804,44844
Ouray,co,31218,20234,16313,24792,36522,50119,37237,21458,15438,32214,44018,90104,23950,9286,21167,17802,31392,41375
Park,co,38163,20172,36209,34855,48750,54663,47633,12500,46579,45167,53185,61618,30758,21793,25511,28117,43234,53566
Phillips,co,27602,16029,27361,26118,38889,43750,37822,26469,38056,35750,41563,63333,16450,10536,13073,20616,23281,40208
Pitkin,co,38270,25102,23980,34167,40810,58188,42751,30903,37768,30746,46020,106820,31114,13235,17694,39637,31305,47422
Prowers,co,25554,19478,22479,27817,37742,41469,30067,20847,27478,33825,34111,74167,21669,12600,15259,22465,40903,32578
Pueblo,co,30762,20806,25569,29872,41066,56543,37305,25494,31604,37120,50173,63875,25636,14440,20640,24844,35104,49624
Rio Blanco,co,36771,17350,41250,36435,45588,43125,53813,21875,52247,57150,65357,55000,21979,12917,21058,21493,35000,26528
Rio Grande,co,25865,16000,21989,26225,36068,44875,33940,32568,31306,32500,53984,42679,17056,9000,13245,22377,17738,45536
Routt,co,36486,29375,34719,32365,37838,53298,43550,29796,38828,42243,45187,66500,29994,21607,30150,25891,30907,49286
Saguache,co,20712,16449,20754,23276,27361,31964,24063,21429,25846,28083,18250,14688,16857,10799,12841,16711,28935,40000
San Juan,co,27800,14286,14663,30208,26250,32321,28600,NA,25521,29650,21250,36875,22375,14286,14038,33409,30054,NA
San Miguel,co,36397,20469,27023,38009,39412,51477,44147,33438,25784,43880,47740,56316,31535,16250,30964,29012,32108,45486
Sedgwick,co,25993,19938,25426,26683,36042,51023,33417,22788,30893,34375,38375,85250,20792,19375,17941,23162,14167,50909
Summit,co,35984,28909,31840,33561,38822,48289,40166,46786,32841,39769,41343,48649,31417,28091,27206,27799,34974,44950
Teller,co,34739,20966,26155,35257,44705,49353,43513,28333,30492,44492,54549,67357,26399,16375,17197,27482,36850,39803
Washington,co,29375,26853,27065,30231,29375,43036,33854,29583,32198,43371,31071,68125,22170,23125,16875,20929,28125,32396
Weld,co,36070,22616,31713,36608,44708,57466,42676,25652,37105,46462,58171,67930,29263,16029,25042,28241,37367,51107
Yuma,co,32464,23478,24161,37108,37393,34632,38486,35213,29034,45969,54620,41042,20333,9395,15560,24539,32708,33102
Fairfield,ct,48651,21985,32204,41042,65865,90226,60695,25247,39426,49199,87425,122682,37483,18122,26140,34446,47824,66741
Hartford,ct,43769,21793,33158,40119,59113,75311,51904,25466,40519,46736,70144,91849,37257,18408,27164,34702,49708,63269
Litchfield,ct,43992,28691,37400,41130,53368,70177,53876,33304,45937,51262,73680,86797,34457,20267,26905,32797,41177,59135
Middlesex,ct,49985,24459,36854,44126,60365,75019,59534,35920,45161,56369,72824,93182,40774,16724,26792,37003,50000,62289
New Haven,ct,43067,22165,33137,40485,55722,70564,51698,26210,41476,49096,68651,85994,35905,18824,26787,33714,46315,60172
New London,ct,42537,22610,34126,38939,54239,74738,52050,30083,43371,49338,66424,97368,32438,19086,25758,30302,42597,62583
Tolland,ct,48906,27516,39191,42907,60757,74879,59099,32666,49558,52331,73750,84399,39645,20000,30730,36258,46447,68045
Windham,ct,37423,26610,33314,37357,46954,64921,44033,29411,40599,46230,56039,70795,31838,19231,27921,31285,41025,62561
Kent,de,36120,23258,29801,36579,46228,61553,42463,27926,37487,42959,55159,70213,30208,16581,23664,31009,41740,55461
New Castle,de,42338,21476,31837,39674,54382,71473,49982,24759,37910,48357,64508,86905,36650,16710,27369,34447,46475,59766
Sussex,de,30724,21045,27396,31543,41258,56606,35697,24865,32422,37576,50357,63503,26598,16764,22811,27497,35455,51001
District of Columbia,dc,53031,21720,30690,38536,61590,84058,55810,23566,32230,40498,65995,97853,51003,19925,29207,37221,57595,74591
Alachua,fl,34545,17486,25562,30960,42221,51931,38591,18674,27732,34740,48366,61845,31642,16554,22456,28116,39157,46204
Baker,fl,32948,27333,30655,35019,40729,55905,40811,32361,39375,42924,55347,52447,26162,15679,20875,28353,38471,62534
Bay,fl,30598,18446,26008,30002,42109,52309,35994,23750,30352,36366,55145,66522,26165,14933,21421,25901,37885,43225
Bradford,fl,30553,18951,30243,30914,36786,42543,35082,18836,34015,36918,39028,54125,23829,19014,23312,23075,36056,37260
Brevard,fl,32263,19235,24553,30410,47180,66315,40657,22435,28737,38684,64338,85613,26467,15577,20973,25467,37815,49349
Broward,fl,34319,19447,26477,33198,46443,63025,39054,22370,30154,38956,54776,77198,30616,15512,22766,30323,41503,52621
Calhoun,fl,26710,13162,20747,32752,37386,41983,30092,13516,26993,42554,46979,36250,22843,12847,16203,27470,32000,41983
Charlotte,fl,27238,16511,25555,28174,37556,44070,32030,19481,27164,35917,40000,57702,23297,14043,21674,22479,36549,34155
Citrus,fl,25220,14846,21783,26130,38686,52958,29316,16854,26089,34960,39904,60000,21946,13987,18769,22706,37414,44590
Clay,fl,36346,21426,30342,35289,49071,59934,42367,23523,35597,42062,64253,76503,29960,19448,24667,29078,41474,50297
Collier,fl,29138,18411,25057,31018,43160,59686,31041,20514,26378,36753,51482,74083,26901,15965,22930,27290,37019,50154
Columbia,fl,26815,17682,24377,27000,35657,56673,30795,21231,27389,32434,39906,62517,24187,13209,19840,24014,33333,55524
DeSoto,fl,21372,16245,21809,27657,40313,38365,21957,17056,24438,28813,40703,48250,20437,12982,19656,26824,40052,14681
Dixie,fl,27494,27564,26692,25840,39650,42432,30683,28316,30494,30525,57660,45731,25871,15489,25639,24300,38698,40850
Duval,fl,34102,18495,27869,33230,45171,60428,38720,21368,31833,38576,54341,72850,30440,15722,24074,30212,40826,50819
Escambia,fl,30012,17363,23760,29398,40481,55651,34366,18655,28272,33713,50002,72796,25785,16145,20263,26059,35608,46785
Flagler,fl,31180,25484,25950,29121,41338,54466,35958,26705,30355,37394,41480,65464,27323,23750,21190,25038,41275,49740
Franklin,fl,26037,13994,20938,32083,30076,44821,27539,16420,25101,33500,29583,43516,23229,11767,16615,30123,30662,52667
Gadsden,fl,28711,23184,25753,30344,42199,46094,31047,25250,27387,35968,42557,50427,26636,20845,23264,26319,41757,44442
Gilchrist,fl,25181,24081,20884,27035,36622,42917,26109,26127,25013,28846,34408,15833,23611,15772,14415,26159,36862,51007
Glades,fl,24409,14500,19137,33017,33743,53750,22081,14528,28398,37363,37688,39569,27074,12303,17737,31638,33720,56125
Gulf,fl,27583,10918,27804,30788,32353,43616,31242,9236,31070,34381,38636,46172,22800,13477,21004,24280,30750,31250
Hamilton,fl,28111,17686,28261,27148,44460,56250,33048,17702,32946,33941,70625,65469,24522,16250,23385,19223,41174,51250
Hardee,fl,21115,16368,20776,28620,37746,80280,22554,16937,23817,34122,35000,70000,20044,14617,19685,25098,39191,80451
Hendry,fl,22113,16772,20566,27931,41211,52473,22261,18041,25638,30794,33250,50516,21959,13338,18038,26131,45045,63140
Hernando,fl,28530,18562,25124,30278,37928,52036,32271,21026,30660,34474,42168,57623,24281,14688,20979,25919,35807,47447
Highlands,fl,22652,14757,20741,25377,36215,47667,23476,16331,21203,29120,35979,59453,22177,10432,19736,22351,36510,40502
Hillsborough,fl,34336,19150,26616,32727,47377,63195,39110,21550,30134,38382,57500,79061,30512,15433,23024,29922,40896,51986
Holmes,fl,27508,14364,25227,30397,43558,45924,31229,14868,26959,37006,44565,62604,25618,13235,21074,26761,42759,44292
Indian River,fl,27993,16326,24101,28206,41377,53057,32424,17331,28017,34072,46581,76786,24411,13413,20742,24754,36991,43516
Jackson,fl,27617,17637,23388,29270,41849,51397,31206,16956,26662,32682,45417,60257,24549,18003,20854,25625,34490,46838
Jefferson,fl,30475,15417,27445,33295,39602,65694,34507,14000,30862,40923,59063,64053,25594,15580,21957,28056,35536,73438
Lafayette,fl,26824,22026,26680,25127,40078,53500,30341,22328,27366,34698,40391,54917,22451,19028,24241,17714,39000,50375
Lake,fl,29894,20617,25431,30514,40975,47853,35600,24336,30621,39256,43531,53798,24648,16824,20949,24191,38955,44181
Lee,fl,29183,19375,24631,30664,42030,53893,32325,21790,28395,35452,48862,67470,26002,15084,21382,27274,37083,46720
Leon,fl,36514,18367,26175,31533,43207,53904,40424,21141,29736,33462,50720,66627,33828,15421,23311,30260,40262,46044
Levy,fl,26104,18720,24396,26473,35818,46917,29136,19256,28281,31458,35664,46292,21432,18209,17291,21529,35883,50400
Liberty,fl,30886,27750,21250,33875,50982,52771,32453,30826,28482,36339,53810,53854,25776,6563,18263,32625,39948,22045
Madison,fl,23708,18725,21250,25795,36318,49402,25491,18603,22609,30020,42083,48533,22892,20735,17992,23849,35865,51333
Manatee,fl,30767,16878,26411,30926,45570,58994,35444,20628,31245,35690,54560,69251,26810,13683,22868,27486,39872,52444
Marion,fl,26897,17650,24729,26470,40458,56168,30425,19156,28603,30484,47442,63177,24124,15613,20830,23737,37603,49560
Martin,fl,31089,16767,25118,28407,48545,60231,35923,18089,28760,35610,67647,97115,26670,13184,20740,25261,38769,45429
Miami-Dade,fl,28602,17057,22135,30911,41284,58179,31560,19734,25329,34879,47937,71343,25751,14847,19428,27488,36769,48674
Monroe,fl,29610,20778,24780,30200,39267,56973,32945,21282,27010,34815,45324,64004,25377,20569,20647,25272,33974,50147
Nassau,fl,34583,22656,31924,32442,41500,65136,41110,29672,40532,41711,47857,80465,27815,14542,24944,26949,35597,59767
Okaloosa,fl,32214,15805,25522,31600,43606,71928,39910,19905,29744,39431,53275,84322,26075,11930,20879,25694,36098,57601
Okeechobee,fl,24417,17455,25666,31500,41825,46383,26402,18658,30105,37027,48517,53266,21579,14629,21174,22473,40093,45483
Orange,fl,31199,17882,24241,30586,43462,60292,35330,19919,26865,34406,52903,77163,27488,15976,21400,27265,38245,49111
Osceola,fl,27293,19459,23233,29428,38222,53830,30245,20184,26499,33854,40558,57281,25029,18284,20493,26382,35798,50032
Palm Beach,fl,33482,17463,26516,32926,46397,61631,38215,20239,30395,38647,54633,76468,30060,15033,22580,29697,40985,50832
Pasco,fl,31676,20100,25678,31749,45755,54716,36662,23917,29724,37872,56757,63573,27490,16396,21374,27492,39262,51185
Pinellas,fl,32960,20354,26680,32240,46280,60896,37180,21844,29939,36576,55019,76294,30320,17441,24562,30124,41217,48548
Polk,fl,30030,18140,26102,31048,42666,52639,33234,20721,30082,35689,52807,64851,26416,15451,22173,26909,38899,47355
Putnam,fl,28582,20334,27204,29504,39018,47821,33114,24754,33855,38445,45484,41563,24461,15035,24070,24703,35668,53021
