#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 01 10 07 50 228  9.1 10.9  1.84  6.25  5.04 999 1012.8   4.7   7.5  -1.9 99.0 99.00
2012 01 10 08 50 215  9.0 10.8  1.68  6.25  4.92 999 1011.8   4.9   7.4  -1.3 99.0 99.00
2012 01 10 09 50 222  9.1 10.7  1.55  5.88  4.77 999 1011.3   4.8   7.4  -1.7 99.0 99.00
2012 01 10 10 50 208  8.8  9.9  1.51  5.88  4.63 999 1010.4   5.2   7.4  -2.5 99.0 99.00
2012 01 10 11 50 207  8.8 10.0  1.34  5.88  4.48 999 1009.6   5.4   7.4  -2.3 99.0 99.00
2012 01 10 12 50 218  9.8 12.0  1.39  5.56  4.35 999 1008.9   4.7   7.4  -1.5 99.0 99.00
2012 01 10 13 50 207 10.4 12.5  1.44  5.56  4.40 999 1008.5   5.1   7.4  -1.8 99.0 99.00
2012 01 10 14 50 222 10.6 12.7  1.54  5.56  4.41 999 1008.8   5.3   7.5  -1.1 99.0 99.00
2012 01 10 15 50 227  9.5 11.4  1.70  5.56  4.56 999 1007.7   4.3   7.5   2.1 99.0 99.00
2012 01 10 16 50 236 10.0 11.5  1.64  5.56  4.59 999 1006.2   4.8   7.5   0.2 99.0 99.00
2012 01 10 17 50 250 10.4 12.4  1.55  5.56  4.52 999 1005.4   5.0   7.5   0.0 99.0 99.00
2012 01 10 18 50 259 10.0 11.5  1.51  5.56  4.41 999 1005.2   4.9   7.5  -0.2 99.0 99.00
2012 01 10 19 50 273 10.1 11.7  1.38  5.56  4.31 999 1005.3   5.3   7.5  -0.6 99.0 99.00
2012 01 10 20 50 280  8.7 10.4  1.39  5.26  4.29 999 1006.0   5.2   7.4  -0.9 99.0 99.00
2012 01 10 21 50 292  8.2  9.6  1.20  5.26  4.24 999 1006.6   5.7   7.4  -0.3 99.0 99.00
2012 01 10 22 50 290 10.2 12.1  1.24  5.26  4.09 999 1007.8   6.0   7.3  -1.1 99.0 99.00
2012 01 10 23 50 296  8.7 10.3  1.20  4.76  4.07 999 1008.9   5.7   7.3  -0.9 99.0 99.00
2012 01 11 00 50 306  7.5  9.3  1.15  5.00  4.13 999 1009.0   5.6   7.3  -1.6 99.0 99.00
2012 01 11 01 50 300  8.1  9.8  1.21  4.76  4.31 999 1009.2   5.5   7.3  -2.6 99.0 99.00
2012 01 11 02 50 300  8.7 10.4  1.32  5.00  4.32 999 1009.8   5.5   7.4  -2.9 99.0 99.00
2012 01 11 03 50 295  8.8 10.9  1.31  5.26  4.35 999 1010.1   5.3   7.3  -2.7 99.0 99.00
2012 01 11 04 50 331  9.9 12.0  1.23  4.76  4.07 999 1010.7   3.7   7.3  -3.9 99.0 99.00
2012 01 11 05 50 338 10.3 12.2  1.36  5.00  4.24 999 1011.7   2.8   7.4  -4.8 99.0 99.00
2012 01 11 06 50 338 10.4 12.6  1.45  5.56  4.23 999 1012.9   2.3   7.4  -5.7 99.0 99.00
2012 01 11 07 50 339 10.8 14.0  1.56  5.26  4.41 999 1013.7   1.5   7.4  -7.3 99.0 99.00
2012 01 11 08 50 346 11.0 13.4  1.79  5.26  4.60 999 1014.1   1.2   7.4  -8.3 99.0 99.00
2012 01 11 09 50 359 11.4 13.3  1.77  5.56  4.53 999 1014.7   0.5   7.4  -8.6 99.0 99.00
2012 01 11 10 50   1 10.7 13.0  1.58  5.26  4.42 999 1015.9   0.1   7.4  -8.2 99.0 99.00
2012 01 11 11 50   9  9.2 11.4  1.76  5.26  4.62 999 1016.9  -0.9   7.4  -8.3 99.0 99.00
2012 01 11 12 50   7  8.6 10.2  1.70  5.56  4.65 999 1018.3  -1.4   7.4  -9.3 99.0 99.00
2012 01 11 13 50  20  8.1  9.9  1.52  5.26  4.51 999 1019.3  -1.9   7.4  -8.0 99.0 99.00
2012 01 11 14 50  18  6.6  8.3  1.40  5.56  4.49 999 1020.2  -2.2   7.4  -9.4 99.0 99.00
2012 01 11 15 50  17  6.1  8.3  1.46  5.00  4.61 999 1019.9  -2.7   7.4 -10.5 99.0 99.00
2012 01 11 16 50  20  5.1  6.8  1.33  5.00  4.56 999 1020.1  -3.2   7.4 -10.3 99.0 99.00
2012 01 11 17 50  29  5.4  7.7  1.21  5.56  4.54 999 1019.9  -3.1   7.4  -9.8 99.0 99.00
2012 01 11 18 50  52  5.2  6.8  1.07  5.00  4.37 999 1019.6  -2.9   7.4  -9.6 99.0 99.00
2012 01 11 19 50  59  2.5  4.7  1.00  5.00  4.30 999 1021.1  -2.5   7.4  -9.6 99.0 99.00
2012 01 11 20 50  45  2.5  4.0  0.85  5.00  4.32 999 1022.0  -2.4   7.4 -10.6 99.0 99.00
2012 01 11 21 50  77  3.7  5.2  0.83  5.00  4.32 999 1021.9  -2.0   7.4 -10.1 99.0 99.00
2012 01 11 22 50  80  5.3  7.2  0.84  5.26  4.38 999 1021.8  -1.6   7.4  -9.7 99.0 99.00
2012 01 11 23 50  72  4.1  5.3  0.79  5.56  4.38 999 1022.3  -1.5   7.3 -10.4 99.0 99.00
2012 01 12 00 50  90  4.5  6.4  0.74  5.26  4.18 999 1021.9  -1.0   7.3 -10.1 99.0 99.00
2012 01 12 01 50 102  4.1  5.6 99.00 99.00 99.00 999 1021.6  -0.6   7.2  -9.4 99.0 99.00
2012 01 12 02 50  98  4.9  6.3  0.64  5.88  4.06 999 1021.5  -0.2   7.2  -9.6 99.0 99.00
2012 01 12 03 50 115  5.0  7.0  0.67  5.88  4.06 999 1021.2   0.2   7.2  -8.0 99.0 99.00
2012 01 12 04 50 119  5.2  6.4  0.63  5.56  3.81 999 1020.7   0.7   7.2  -7.0 99.0 99.00
2012 01 12 05 50 112  5.5  6.8  0.63  5.00  3.79 999 1020.6   1.0   7.2  -6.4 99.0 99.00
2012 01 12 06 50 102  6.7 10.7  0.63  9.09  3.72 999 1020.1   1.4   7.2  -5.5 99.0 99.00
2012 01 12 07 50 101  7.2  9.3  0.70  3.13  3.70 999 1019.4   1.7   7.4  -5.5 99.0 99.00
2012 01 12 08 50  88  8.4 10.5  0.80  3.45  3.79 999 1018.6   2.3   7.4  -4.1 99.0 99.00
2012 01 12 09 50  97 10.0 11.7  1.00  4.00  3.93 999 1017.8   2.5   7.5  -3.4 99.0 99.00
2012 01 12 10 50  98 10.5 12.8  1.27  4.35  4.17 999 1017.7   2.9   7.5  -2.5 99.0 99.00
2012 01 12 11 50  99 11.3 13.8  1.60  5.00  4.50 999 1016.6   3.3   7.5  -2.5 99.0 99.00
2012 01 12 12 50  94 12.8 14.6  1.65  5.88  4.63 999 1014.9   2.5   7.4   0.3 99.0 99.00
2012 01 12 13 50 100 13.8 16.3  2.22  5.88  5.03 999 1013.8   3.2   7.4   1.4 99.0 99.00
2012 01 12 14 50  92 14.6 18.6  2.81  6.25  5.46 999 1012.0   3.7   7.4   2.5 99.0 99.00
2012 01 12 15 50  87 14.9 18.3  3.19  6.67  5.77 999 1009.4   3.9   7.4   3.2 99.0 99.00
2012 01 12 16 50  79 16.1 19.9  3.83  7.69  6.15 999 1005.9   3.8   7.4   3.4 99.0 99.00
2012 01 12 17 50  77 16.4 19.7  4.22  7.69  6.55 999 1003.5   4.2   7.4   4.0 99.0 99.00
2012 01 12 18 50  79 17.2 21.7  5.31  8.33  7.07 999 1000.9   4.5   7.4   4.4 99.0 99.00
2012 01 12 19 50  80 17.2 22.1  5.75  9.09  7.60 999  998.8   5.3   7.4   5.2 99.0 99.00
2012 01 12 20 50  84 16.6 21.8 99.00 99.00 99.00 999  997.8   5.7   7.4   5.6 99.0 99.00
2012 01 12 21 50  85 17.6 22.8  7.36 10.00  8.25 999  996.5   6.3   7.4   6.0 99.0 99.00
2012 01 12 22 50  84 14.9 17.9  8.62 10.81  9.13 999  996.0   6.8   7.4   6.7 99.0 99.00
2012 01 12 23 50  86 10.4 13.1  6.73 10.81  8.50 999  995.4   7.3   7.4   7.3 99.0 99.00
2012 01 13 00 50 114  5.2  8.3  6.20 11.43  8.45 999  995.1   8.3   7.4   8.3 99.0 99.00
2012 01 13 01 50 200  5.0  7.1  5.14 11.43  8.05 999  995.1   7.8   7.4   7.8 99.0 99.00
2012 01 13 02 50 228  4.8  6.8  5.01 10.81  8.28 999  995.4   7.7   7.4   7.7 99.0 99.00
2012 01 13 03 50 321  8.9 11.3  4.67 10.00  8.18 999  995.9   6.8   7.4   6.8 99.0 99.00
2012 01 13 04 50 315 11.5 14.5  4.25 10.81  7.32 999  997.9   3.0   7.4   3.0 99.0 99.00
2012 01 13 05 50 333  7.9 10.4  3.68 11.43  7.26 999  999.0   1.9   7.4   1.9 99.0 99.00
2012 01 13 06 50 332  4.5  6.7  4.05 10.81  7.76 999  999.9   1.8   7.4   1.8 99.0 99.00
2012 01 13 07 50 301  2.7  4.6  3.55 10.81  7.29 999 1000.4   2.2   7.4   2.2 99.0 99.00
2012 01 13 08 50 263  2.1  4.5  4.50 10.81  8.40 999 1000.5   2.5   7.4   2.5 99.0 99.00
2012 01 13 09 50 183  1.7  3.2  3.90 10.81  8.18 999 1000.1   3.0   7.4   3.0 99.0 99.00
2012 01 13 10 50 241  2.1  4.0  3.74 10.00  8.37 999  999.9   3.9   7.4   3.8 99.0 99.00
2012 01 13 11 50 203  2.3  4.1  3.40 10.81  7.97 999  999.6   4.1   7.5   4.0 99.0 99.00
2012 01 13 12 50 141  3.7  5.0  3.66 10.00  8.51 999  998.7   4.9   7.4   4.9 99.0 99.00
2012 01 13 13 50 111  6.7  7.9  3.24 10.81  8.07 999  996.7   6.1   7.5   6.1 99.0 99.00
2012 01 13 14 50 110  7.9  9.9  3.03 10.81  7.64 999  994.7   7.2   7.4   7.2 99.0 99.00
2012 01 13 15 50 140 10.1 12.7  3.08 10.00  7.62 999  992.6   8.3   7.5   8.3 99.0 99.00
2012 01 13 16 50 145 10.1 13.0  3.01 10.81  6.99 999  989.0   8.9   7.5   8.9 99.0 99.00
2012 01 13 17 50 183  9.7 11.6  2.83 10.81  6.57 999  987.1   9.9   7.5   9.9 99.0 99.00
2012 01 13 18 50 201 14.5 18.2  2.64 10.81  6.31 999  985.7   9.6   7.5   6.0 99.0 99.00
2012 01 13 19 50 211 16.4 20.2  3.68 10.00  6.35 999  985.9   7.9   7.5   2.9 99.0 99.00
2012 01 13 20 50 212 16.3 19.8  4.18 10.00  6.82 999  986.7   7.5   7.5   3.2 99.0 99.00
2012 01 13 21 50 216 18.4 22.7  4.95 10.00  7.10 999  987.5   6.5   7.5   0.6 99.0 99.00
2012 01 13 22 50 222 18.8 23.0  5.26 10.00  7.26 999  989.0   5.0   7.5  -0.3 99.0 99.00
2012 01 13 23 50 253 17.8 21.7 99.00 99.00 99.00 999  990.6   3.4   7.4   0.3 99.0 99.00
2012 01 14 00 50 241 17.5 22.3  5.97  9.09  7.51 999  991.6   3.1   7.5  -2.0 99.0 99.00
2012 01 14 01 50 250 18.5 23.3  5.81  9.09  7.42 999  992.7   2.3   7.5  -3.8 99.0 99.00
2012 01 14 02 50 250 18.5 22.5  6.24 10.00  7.61 999  993.4   1.5   7.6  -2.2 99.0 99.00
2012 01 14 03 50 252 18.1 23.3  6.15  9.09  7.52 999  994.8   2.2   7.6  -2.6 99.0 99.00
2012 01 14 04 50 253 16.4 21.4  6.09  9.09  7.64 999  995.9   2.5   7.6  -2.0 99.0 99.00
2012 01 14 05 50 251 16.5 20.1  5.52 10.00  7.58 999  997.1   2.6   7.6  -2.0 99.0 99.00
2012 01 14 06 50 250 15.5 19.3  5.39 10.00  7.39 999  998.2   3.0   7.6  -1.7 99.0 99.00
2012 01 14 07 50 257 14.9 18.7  5.07  9.09  7.64 999  999.3   3.0   7.6  -2.2 99.0 99.00
2012 01 14 08 50 256 14.4 18.3  5.00  8.33  7.33 999 1000.3   3.0   7.6  -2.5 99.0 99.00
2012 01 14 09 50 256 13.6 17.1  5.10  9.09  7.52 999 1000.7   3.0   7.6  -2.6 99.0 99.00
2012 01 14 10 50 262 13.0 15.6  4.15  8.33  6.84 999 1001.5   2.8   7.6  -2.7 99.0 99.00
2012 01 14 11 50 257 13.3 16.0 99.00 99.00 99.00 999 1002.6   2.5   7.6  -3.4 99.0 99.00
2012 01 14 12 50 269 12.1 14.4  3.48  7.69  6.49 999 1003.7   2.2   7.6  -3.7 99.0 99.00
2012 01 14 13 50 273 11.5 14.4  3.37  7.69  6.43 999 1004.7   1.7   7.6  -4.7 99.0 99.00
2012 01 14 14 50 271 10.8 13.0  2.90  7.14  6.03 999 1005.3   1.4   7.6  -4.8 99.0 99.00
2012 01 14 15 50 273 10.3 12.6  2.79  7.14  5.95 999 1005.0   1.2   7.6  -5.2 99.0 99.00
2012 01 14 16 50 293 11.1 14.1  2.47  7.14  5.91 999 1004.6   0.3   7.6  -4.9 99.0 99.00
2012 01 14 17 50 287 11.6 15.0  2.30  6.67  5.53 999 1004.5  -0.1   7.6  -6.7 99.0 99.00
2012 01 14 18 50 274 11.0 13.2  2.47  6.67  5.65 999 1004.8  -0.8   7.6  -7.3 99.0 99.00
2012 01 14 19 50 290  9.4 11.9  2.43  6.25  5.74 999 1005.6  -1.1   7.6  -8.1 99.0 99.00
2012 01 14 20 50 303  9.3 11.9  2.18  6.67  5.54 999 1006.7  -1.3   7.5  -7.2 99.0 99.00
2012 01 14 21 50 307  9.4 11.8  2.14 12.12  5.62 999 1007.9  -1.4   7.6  -7.9 99.0 99.00
2012 01 14 22 50 309  9.1 11.6  2.21 10.81  5.73 999 1008.8  -2.0   7.6  -8.1 99.0 99.00
2012 01 14 23 50 315 10.2 13.2  2.04 11.43  5.28 999 1009.5  -2.5   7.5  -9.2 99.0 99.00
2012 01 15 00 50 307 10.1 12.6  1.86 10.00  5.24 999 1010.8  -3.7   7.5 -10.7 99.0 99.00
2012 01 15 01 50 309 10.6 14.0  2.02  5.26  5.17 999 1011.6  -4.6   7.5 -10.9 99.0 99.00
2012 01 15 02 50 316 10.2 13.2  2.22  5.88  5.27 999 1012.5  -5.6   7.5 -12.2 99.0 99.00
2012 01 15 03 50 313 10.4 13.6  2.11  6.25  5.24 999 1013.0  -6.9   7.5 -13.0 99.0 99.00
2012 01 15 04 50 322  8.4 12.1  1.96  5.56  5.09 999 1013.5  -7.8   7.5 -13.3 99.0 99.00
2012 01 15 05 50 336  7.4  9.9  1.63  5.88  5.14 999 1014.1  -8.3   7.5 -13.0 99.0 99.00
2012 01 15 06 50 340  7.4  9.7  1.44  5.56  4.87 999 1015.1  -8.9   7.5 -14.2 99.0 99.00
2012 01 15 07 50 347  8.7 11.1  1.40  5.56  4.61 999 1015.7  -9.5   7.5 -13.4 99.0 99.00
2012 01 15 08 50 346  8.1 10.6  1.63  4.76  4.72 999 1016.8 -10.1   7.5 -14.5 99.0 99.00
2012 01 15 09 50 349 10.0 12.8  1.65  5.26  4.78 999 1017.4 -10.3   7.5 -14.2 99.0 99.00
2012 01 15 10 50 357 10.5 13.6  1.76  5.56  4.73 999 1018.2 -10.6   7.5 -14.2 99.0 99.00
2012 01 15 11 50 349  9.4 12.7  1.71  5.26  4.68 999 1019.1 -10.8   7.5 -14.7 99.0 99.00
2012 01 15 12 50 345  9.5 12.4  1.80  5.56  4.84 999 1020.4 -10.8   7.4 -14.6 99.0 99.00
2012 01 15 13 50 344 10.1 12.8  1.78  5.56  4.83 999 1021.5 -10.9   7.4 -14.1 99.0 99.00
2012 01 15 14 50 349  9.8 12.4  1.71  5.88  4.78 999 1022.4 -11.0   7.3 -14.6 99.0 99.00
2012 01 15 15 50 339  8.2 11.3  1.53  5.88  4.61 999 1022.6 -11.0   7.3 -14.4 99.0 99.00
2012 01 15 16 50 327  9.2 12.2  1.54  5.88  4.63 999 1022.1 -10.9   7.3 -14.6 99.0 99.00
2012 01 15 17 50 337  9.4 11.9  1.44  5.56  4.68 999 1022.2 -10.3   7.3 -14.4 99.0 99.00
2012 01 15 18 50 324  9.7 13.0  1.52  5.26  4.63 999 1022.4  -9.5   7.3 -14.0 99.0 99.00
2012 01 15 19 50 335  9.3 12.3  1.45  5.26  4.55 999 1023.0  -9.1   7.3 -14.0 99.0 99.00
2012 01 15 20 50 326 10.4 13.6  1.43  5.00  4.30 999 1023.7  -8.4   7.3 -14.7 99.0 99.00
2012 01 15 21 50 338 11.3 14.4  1.66  5.00  4.52 999 1024.4  -8.1   7.3 -14.1 99.0 99.00
2012 01 15 22 50 334 11.3 14.1  1.80  5.26  4.64 999 1025.5  -8.2   7.4 -14.3 99.0 99.00
2012 01 15 23 50 335 10.8 13.9  1.94  5.56  4.72 999 1026.4  -8.3   7.4 -13.8 99.0 99.00
2012 01 16 00 50 331 10.4 13.3  1.99  5.56  4.82 999 1027.3  -8.7   7.4 -13.9 99.0 99.00
2012 01 16 01 50 336 10.3 13.2  1.88  5.88  4.76 999 1027.7  -8.3   7.4 -12.9 99.0 99.00
2012 01 16 02 50 337  9.8 12.3  1.83  5.56  4.77 999 1028.5  -7.9   7.3 -12.4 99.0 99.00
2012 01 16 03 50 329 10.0 12.6  1.67  5.56  4.65 999 1029.0  -8.1   7.2 -12.7 99.0 99.00
2012 01 16 04 50 328 10.4 15.0  1.66  5.88  4.67 999 1029.3  -8.2   7.2 -11.8 99.0 99.00
2012 01 16 05 50 333 10.0 12.2  1.65  5.88  4.62 999 1029.8  -8.2   7.3 -11.6 99.0 99.00
2012 01 16 06 50 338  9.7 12.4  1.76  5.88  4.74 999 1030.5  -8.1   7.3 -11.3 99.0 99.00
2012 01 16 07 50 339  9.4 12.0  1.50  5.56  4.59 999 1031.0  -7.3   7.3 -10.9 99.0 99.00
2012 01 16 08 50 326  8.5 10.8  1.55  5.56  4.51 999 1031.4  -7.2   7.3 -11.5 99.0 99.00
2012 01 16 09 50 328  8.7 11.2  1.38  5.00  4.22 999 1031.4  -6.9   7.2 -11.1 99.0 99.00
2012 01 16 10 50 328  8.3 11.2  1.29  5.00  4.25 999 1032.1  -6.9   7.2 -11.2 99.0 99.00
2012 01 16 11 50 344  7.7 11.2  1.28  5.00  4.21 999 1032.4  -6.6   7.3 -11.5 99.0 99.00
2012 01 16 12 50 336  6.3  8.1  1.10  4.76  4.12 999 1033.0  -6.3   7.2 -11.7 99.0 99.00
2012 01 16 13 50 331  5.6  7.4  1.05  5.00  4.12 999 1033.7  -6.0   7.2 -11.3 99.0 99.00
2012 01 16 14 50 323  4.5  7.2  0.91  5.00  3.98 999 1034.0  -5.8   7.3 -11.3 99.0 99.00
2012 01 16 15 50 336  3.6  5.6  0.80  4.55  3.94 999 1033.3  -5.6   7.3 -11.1 99.0 99.00
2012 01 16 16 50 285  2.7  4.9  0.72  4.35  3.98 999 1032.2  -5.2   7.3 -12.0 99.0 99.00
2012 01 16 17 50 250  2.9  4.7  0.64  5.00  3.96 999 1030.9  -4.5   7.3 -10.5 99.0 99.00
2012 01 16 18 50 235  4.6  7.0  0.60  4.00  3.96 999 1030.2  -3.7   7.4  -9.5 99.0 99.00
2012 01 16 19 50 210  6.2  8.9  0.56  3.85  3.85 999 1029.0  -3.0   7.3  -8.6 99.0 99.00
2012 01 16 20 50 220  9.0 10.6  0.57  2.74  3.15 999 1028.3  -1.9   7.3  -7.8 99.0 99.00
2012 01 16 21 50 215  9.2 11.1  0.69  3.33  3.26 999 1027.2  -1.0   7.3  -7.1 99.0 99.00
2012 01 16 22 50 203 10.5 13.0  0.89  3.85  3.58 999 1026.4   0.1   7.3  -5.9 99.0 99.00
2012 01 16 23 50 208 11.5 13.6  1.21  5.00  3.98 999 1025.4   1.0   7.3  -6.9 99.0 99.00
2012 01 17 00 50 208 12.5 15.5  1.67  5.56  4.42 999 1023.9   1.7   7.3  -7.3 99.0 99.00
2012 01 17 01 50 215 13.1 16.0  2.07  5.88  4.84 999 1023.4   1.7   7.2  -3.5 99.0 99.00
2012 01 17 02 50 210 14.1 17.7  2.37  6.25  5.10 999 1021.8   2.7   7.2  -2.3 99.0 99.00
2012 01 17 03 50 211 13.9 15.8  2.76  7.14  5.50 999 1020.5   3.6   7.2  -0.5 99.0 99.00
2012 01 17 04 50 228 14.1 17.0  3.12  7.69  5.77 999 1019.2   3.9   7.2   1.9 99.0 99.00
2012 01 17 05 50 232 15.0 18.4  3.44  7.14  6.04 999 1017.9   3.7   7.2   2.4 99.0 99.00
2012 01 17 06 50 240 14.1 17.9  3.55  7.69  6.11 999 1017.3   3.5   7.3   2.3 99.0 99.00
2012 01 17 07 50 242 12.1 14.2  3.13  7.69  6.05 999 1016.4   3.4   7.3   2.5 99.0 99.00
2012 01 17 08 50 248 12.7 15.2  2.98  7.69  5.88 999 1015.2   4.1   7.3   1.9 99.0 99.00
2012 01 17 09 50 252 11.7 14.2  3.06  7.69  5.95 999 1014.5   3.7   7.3   1.9 99.0 99.00
2012 01 17 10 50 246 11.3 13.4  2.58  7.14  5.61 999 1014.1   3.6   7.3   2.1 99.0 99.00
2012 01 17 11 50 251  9.8 11.8  2.63  7.14  5.77 999 1013.8   3.6   7.3   2.0 99.0 99.00
2012 01 17 12 50 255  8.0  9.6  2.55  7.14  5.77 999 1013.6   3.7   7.3   1.6 99.0 99.00
2012 01 17 13 50 256  8.1  9.4  2.17  7.14  5.61 999 1013.4   3.6   7.3   2.0 99.0 99.00
2012 01 17 14 50 264  7.2  8.7  2.11  7.14  5.59 999 1013.4   3.5   7.3   2.1 99.0 99.00
2012 01 17 15 50 258  5.5  6.9  1.83  6.67  5.53 999 1012.3   3.6   7.3   2.2 99.0 99.00
2012 01 17 16 50 262  5.7  7.1  1.50  6.67  5.31 999 1011.5   4.1   7.3   2.3 99.0 99.00
2012 01 17 17 50 239  4.7  6.4  1.58  7.14  5.26 999 1010.1   4.0   7.3   1.8 99.0 99.00
2012 01 17 18 50 224  4.3  5.6  1.42  5.88  5.21 999 1009.3   3.9   7.3   1.9 99.0 99.00
2012 01 17 19 50 186  4.5  5.7  1.50  5.56  5.44 999 1008.6   4.2   7.3   2.2 99.0 99.00
2012 01 17 20 50 195  6.6  8.3  1.36  7.14  5.40 999 1008.4   5.0   7.3   3.1 99.0 99.00
2012 01 17 21 50 166  5.9  7.1  1.27  5.88  5.14 999 1006.9   4.9   7.3   3.3 99.0 99.00
2012 01 17 22 50 159  7.5  8.6  1.26  5.26  5.08 999 1005.7   5.3   7.3   4.6 99.0 99.00
2012 01 17 23 50 164  9.1 10.5  1.18  5.26  4.81 999 1004.4   6.0   7.3   5.9 99.0 99.00
2012 01 18 00 50 180  9.6 11.8  1.26  9.09  4.70 999 1002.5   6.6   7.3   6.5 99.0 99.00
2012 01 18 01 50 185  9.6 11.4  1.34  9.09  4.58 999 1001.1   7.0   7.3   7.0 99.0 99.00
2012 01 18 02 50 202 10.6 12.9  1.51  4.55  4.73 999  999.5   7.9   7.3   7.9 99.0 99.00
2012 01 18 03 50 208  9.8 11.4  1.77  5.56  4.92 999  998.4   8.0   7.4   8.0 99.0 99.00
2012 01 18 04 50 216  9.1 11.2  1.70  5.56  4.95 999  997.5   8.3   7.4   8.3 99.0 99.00
2012 01 18 05 50 212 11.0 14.3  1.85  5.56  4.97 999  996.1   8.5   7.4   8.5 99.0 99.00
2012 01 18 06 50 211 11.0 12.9  2.07  6.25  5.19 999  995.1   8.7   7.4   8.6 99.0 99.00
2012 01 18 07 50 213 12.0 14.5  2.16  6.25  5.34 999  994.4   8.8   7.4   8.7 99.0 99.00
2012 01 18 08 50 222 11.8 13.9  2.52  6.25  5.53 999  994.0   8.9   7.4   8.5 99.0 99.00
2012 01 18 09 50 231 10.7 13.2  2.57  6.67  5.63 999  994.5   9.0   7.4   8.3 99.0 99.00
2012 01 18 10 50 270 15.2 19.0  2.45  6.67  5.43 999  996.3   8.0   7.4 999.0 99.0 99.00
2012 01 18 11 50 266 15.2 18.6  2.65  5.88  5.37 999  997.2   7.0   7.4 999.0 99.0 99.00
2012 01 18 12 50 265 14.7 17.4  3.01  6.25  5.55 999  998.7   6.3   7.4  -2.0 99.0 99.00
2012 01 18 13 50 270 15.2 18.2  3.29  7.14  5.91 999  999.7   5.3   7.4  -2.9 99.0 99.00
2012 01 18 14 50 271 14.9 18.4  3.56  7.14  6.10 999 1001.0   4.5   7.3  -3.6 99.0 99.00
2012 01 18 15 50 279 14.6 17.3  3.63  7.69  6.25 999 1002.1   4.0   7.3  -4.5 99.0 99.00
2012 01 18 16 50 276 14.2 18.5  3.37  7.69  6.13 999 1002.8   3.4   7.3  -5.0 99.0 99.00
2012 01 18 17 50 287 14.6 18.1  2.95  7.14  5.85 999 1003.4   2.5   7.3  -6.0 99.0 99.00
2012 01 18 18 50 289 13.5 15.9  3.06  7.14  5.95 999 1004.6   2.3   7.3  -6.4 99.0 99.00
2012 01 18 19 50 290 13.6 16.5  3.00  7.14  5.86 999 1006.1   1.8   7.3  -6.4 99.0 99.00
2012 01 18 20 50 309 13.8 16.0  3.13  7.14  5.97 999 1007.9   0.8   7.3  -8.2 99.0 99.00
2012 01 18 21 50 308 12.2 16.1  2.99  7.14  5.90 999 1009.7   0.1   7.3  -8.4 99.0 99.00
2012 01 18 22 50 313 12.9 16.4  2.72  7.14  5.69 999 1011.5  -0.9   7.3  -8.3 99.0 99.00
2012 01 18 23 50 313 13.7 16.7  2.57  7.14  5.50 999 1013.2  -1.9   7.4  -9.5 99.0 99.00
2012 01 19 00 50 319 14.0 17.0  3.02  6.25  5.53 999 1015.0  -3.6   7.4 -11.0 99.0 99.00
2012 01 19 01 50 321 13.1 16.2  2.89  6.25  5.66 999 1016.0  -4.4   7.3 -11.3 99.0 99.00
2012 01 19 02 50 322 12.1 14.9  2.54  6.67  5.53 999 1017.3  -4.8   7.3 -11.5 99.0 99.00
2012 01 19 03 50 324 11.6 14.4  2.52  6.67  5.61 999 1018.3  -5.0   7.3 -11.1 99.0 99.00
2012 01 19 04 50 332 11.1 14.2  2.14  6.25  5.20 999 1019.0  -5.1   7.3 -11.3 99.0 99.00
2012 01 19 05 50 331 10.3 12.9  2.27  5.88  5.18 999 1019.9  -5.3   7.3 -11.6 99.0 99.00
2012 01 19 06 50 346  8.5 11.4  1.82  5.56  5.00 999 1020.5  -5.5   7.2 -12.1 99.0 99.00
2012 01 19 07 50 351  8.7 11.8  1.71  5.88  4.89 999 1020.4  -5.6   7.2 -12.4 99.0 99.00
2012 01 19 08 50  23  6.0  7.6  1.42  5.56  4.78 999 1021.2  -5.8   7.2 -12.8 99.0 99.00
2012 01 19 09 50  10  6.4  8.5  1.40 10.81  4.79 999 1022.1  -5.6   7.2 -13.6 99.0 99.00
2012 01 19 10 50  14  5.9 10.7  1.17 10.00  4.81 999 1023.2  -5.6   7.1 -13.3 99.0 99.00
2012 01 19 11 50  20  6.7  9.2  1.05 11.43  4.60 999 1024.0  -5.3   7.1 -12.6 99.0 99.00
2012 01 19 12 50  35  6.1  8.1  1.18 10.81  4.75 999 1025.1  -5.7   7.1 -13.3 99.0 99.00
2012 01 19 13 50 358  7.0  8.9  1.13 10.00  4.78 999 1025.3  -5.5   7.1 -12.3 99.0 99.00
2012 01 19 14 50  16  5.9  8.3  1.15 10.00  4.78 999 1025.9  -5.7   7.1 -11.6 99.0 99.00
2012 01 19 15 50  22  8.3 10.8  1.14  9.09  4.81 999 1024.6  -5.7   7.1 -10.9 99.0 99.00
2012 01 19 16 50  22  9.2 11.5  1.19 10.00  4.56 999 1022.8  -5.9   7.1 -10.8 99.0 99.00
2012 01 19 17 50  28  6.4  8.7  1.15  4.35  4.32 999 1022.6  -5.7   7.1 -10.2 99.0 99.00
2012 01 19 18 50  65  5.0  6.8  1.20  4.55  4.50 999 1022.6  -5.4   7.1 -10.0 99.0 99.00
